,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
106083,B00178630A,AC3HCZE2016E7,"[6, 12]",3,2012-05-15,6,12,50.0,PC Games,,Diablo III,2012,5,2012-05
106084,B00178630A,A3I7ZDO69JWRHH,"[2, 6]",3,2012-05-17,2,6,33.0,PC Games,,Diablo III,2012,5,2012-05
106085,B00178630A,AHUEDLDUP14YC,"[3, 16]",5,2012-12-13,3,16,19.0,PC Games,,Diablo III,2012,12,2012-12
106087,B00178630A,A2I0965N75NTT,"[2, 10]",4,2012-12-05,2,10,20.0,PC Games,,Diablo III,2012,12,2012-12
106088,B00178630A,A2VVF5Q6JI0WIF,"[4, 8]",3,2012-05-24,4,8,50.0,PC Games,,Diablo III,2012,5,2012-05
106090,B00178630A,A2PVWS7NY68IBO,"[11, 24]",1,2012-05-19,11,24,46.0,PC Games,,Diablo III,2012,5,2012-05
106092,B00178630A,A1LD5SE8IZ1H70,"[9, 13]",2,2012-05-20,9,13,69.0,PC Games,,Diablo III,2012,5,2012-05
106093,B00178630A,ATR706NHU0N9X,"[10, 20]",2,2012-05-15,10,20,50.0,PC Games,,Diablo III,2012,5,2012-05
106103,B00178630A,A2KP4GAQZ7FJWC,"[50, 109]",5,2012-05-15,50,109,46.0,PC Games,,Diablo III,2012,5,2012-05
106104,B00178630A,A20DRRKAN5Z9Q,"[4, 8]",3,2012-06-19,4,8,50.0,PC Games,,Diablo III,2012,6,2012-06
106105,B00178630A,A8C4JMFD9LCJ,"[13, 15]",2,2012-06-23,13,15,87.0,PC Games,,Diablo III,2012,6,2012-06
106107,B00178630A,A2AMSA0WD6MFXC,"[4, 10]",4,2012-05-28,4,10,40.0,PC Games,,Diablo III,2012,5,2012-05
106110,B00178630A,AHJ9HFAXNN86U,"[14, 25]",1,2012-05-30,14,25,56.0,PC Games,,Diablo III,2012,5,2012-05
106111,B00178630A,A2PQUL8TI4P4HV,"[4, 10]",3,2012-09-04,4,10,40.0,PC Games,,Diablo III,2012,9,2012-09
106113,B00178630A,A2DCS0VQMMHP8X,"[41, 61]",1,2012-05-17,41,61,67.0,PC Games,,Diablo III,2012,5,2012-05
106114,B00178630A,A1C7BWPATO40VA,"[18, 22]",2,2012-06-03,18,22,82.0,PC Games,,Diablo III,2012,6,2012-06
106120,B00178630A,A74TA8X5YQ7NE,"[0, 0]",2,2013-12-14,0,0,,PC Games,,Diablo III,2013,12,2013-12
106122,B00178630A,A6BHE6E9VV5BE,"[7, 11]",2,2012-06-11,7,11,64.0,PC Games,,Diablo III,2012,6,2012-06
106125,B00178630A,A1MZW5Z6RFSIZI,"[3, 8]",4,2012-05-29,3,8,38.0,PC Games,,Diablo III,2012,5,2012-05
106128,B00178630A,AEOAMS0G96E8B,"[4, 18]",4,2012-05-19,4,18,22.0,PC Games,,Diablo III,2012,5,2012-05
106131,B00178630A,A2LMG83PDZDKEX,"[4, 4]",2,2012-09-26,4,4,100.0,PC Games,,Diablo III,2012,9,2012-09
106137,B00178630A,AG1UJQEFD71J7,"[8, 9]",2,2012-06-23,8,9,89.0,PC Games,,Diablo III,2012,6,2012-06
106138,B00178630A,A343Y5INJ89IEZ,"[3, 6]",3,2012-05-27,3,6,50.0,PC Games,,Diablo III,2012,5,2012-05
106141,B00178630A,A2ZT6C7X6A07KP,"[10, 12]",2,2012-07-14,10,12,83.0,PC Games,,Diablo III,2012,7,2012-07
106142,B00178630A,A1RMGCJY22YIMZ,"[25, 41]",1,2012-05-15,25,41,61.0,PC Games,,Diablo III,2012,5,2012-05
106146,B00178630A,A1I5U9TN1MTJBN,"[2, 12]",4,2012-09-29,2,12,17.0,PC Games,,Diablo III,2012,9,2012-09
106150,B00178630A,A3MUO47CT6EQF8,"[9, 11]",1,2012-06-13,9,11,82.0,PC Games,,Diablo III,2012,6,2012-06
106156,B00178630A,A2XTBI9BLFK2RF,"[1, 7]",3,2012-07-14,1,7,14.0,PC Games,,Diablo III,2012,7,2012-07
106157,B00178630A,A2AK59AGLZST3N,"[15, 17]",1,2012-06-20,15,17,88.0,PC Games,,Diablo III,2012,6,2012-06
106158,B00178630A,A2QHS1ZCIQOL7E,"[2, 20]",4,2012-10-11,2,20,10.0,PC Games,,Diablo III,2012,10,2012-10
106162,B00178630A,AG8J8NL8QQ1Y0,"[13, 18]",1,2012-05-25,13,18,72.0,PC Games,,Diablo III,2012,5,2012-05
106163,B00178630A,A2BXZM08OG625Z,"[651, 836]",2,2012-05-18,651,836,78.0,PC Games,,Diablo III,2012,5,2012-05
106170,B00178630A,A1LYN3ZK230TGE,"[0, 2]",4,2012-05-19,0,2,,PC Games,,Diablo III,2012,5,2012-05
106173,B00178630A,A185GVCGMWD2Y3,"[11, 34]",5,2012-05-15,11,34,32.0,PC Games,,Diablo III,2012,5,2012-05
106175,B00178630A,A2NNIHPYM4Q75Y,"[9, 9]",2,2012-07-15,9,9,100.0,PC Games,,Diablo III,2012,7,2012-07
106181,B00178630A,A3IDROY0X4G6JW,"[23, 53]",1,2012-05-15,23,53,43.0,PC Games,,Diablo III,2012,5,2012-05
106182,B00178630A,A4BJHXZLZB9WG,"[0, 0]",2,2012-06-02,0,0,,PC Games,,Diablo III,2012,6,2012-06
106190,B00178630A,ADU7S4SLIQ9I8,"[10, 12]",2,2013-01-02,10,12,83.0,PC Games,,Diablo III,2013,1,2013-01
106204,B00178630A,A39QYCBKS4D6E7,"[2, 2]",3,2014-06-17,2,2,100.0,PC Games,,Diablo III,2014,6,2014-06
106212,B00178630A,A2Y3WWPUKIJ59I,"[15, 16]",1,2012-12-18,15,16,94.0,PC Games,,Diablo III,2012,12,2012-12
106218,B00178630A,ATY1U39ESIVAL,"[13, 20]",2,2012-05-28,13,20,65.0,PC Games,,Diablo III,2012,5,2012-05
106221,B00178630A,A2J3MR64L567OK,"[22, 35]",2,2012-05-16,22,35,63.0,PC Games,,Diablo III,2012,5,2012-05
106565,B0017Q4DGI,A3ANETCTMAN1NP,"[2, 2]",5,2009-12-20,2,2,100.0,Wii Games,,Wii Sports,2009,12,2009-12
106568,B0017Q4DGI,A1LBAC84TLIGAX,"[5, 7]",3,2009-02-16,5,7,71.0,Wii Games,,Wii Sports,2009,2,2009-02
106570,B0017Q4DGI,ASWHAWQ4Q1NF7,"[0, 0]",5,2014-03-16,0,0,,Wii Games,,Wii Sports,2014,3,2014-03
106580,B0017Q4DGI,A36UKFV79879MD,"[0, 0]",4,2011-05-02,0,0,,Wii Games,,Wii Sports,2011,5,2011-05
106582,B0017Q4DGI,A2OUKHGJ85XN4U,"[1, 1]",4,2012-02-25,1,1,100.0,Wii Games,,Wii Sports,2012,2,2012-02
106583,B0017Q4DGI,A4WEZJOIZIV4U,"[5, 5]",5,2009-05-29,5,5,100.0,Wii Games,,Wii Sports,2009,5,2009-05
106586,B0017Q4DGI,AEL6CQNQXONBX,"[0, 0]",4,2010-01-22,0,0,,Wii Games,,Wii Sports,2010,1,2010-01
106587,B0017Q4DGI,A12GIOKE26ZFKJ,"[0, 0]",5,2014-02-05,0,0,,Wii Games,,Wii Sports,2014,2,2014-02
106590,B0017Q4DGI,AATXK33K48V2C,"[0, 0]",4,2014-02-10,0,0,,Wii Games,,Wii Sports,2014,2,2014-02
106604,B0017Q4DGI,A81DCNJNXUZG8,"[5, 5]",5,2009-04-23,5,5,100.0,Wii Games,,Wii Sports,2009,4,2009-04
106607,B0017Q4DGI,A1ZCO2VVV5LSTJ,"[0, 0]",5,2012-03-17,0,0,,Wii Games,,Wii Sports,2012,3,2012-03
106616,B0017Q4DGI,A26LD9FQHTM8ZH,"[0, 0]",4,2008-09-15,0,0,,Wii Games,,Wii Sports,2008,9,2008-09
106620,B0017Q4DGI,A2TCG2HV1VJP6V,"[1, 1]",5,2012-03-16,1,1,100.0,Wii Games,,Wii Sports,2012,3,2012-03
106624,B0017Q4DGI,AO9PQQ3KM2Y8T,"[0, 0]",5,2012-11-24,0,0,,Wii Games,,Wii Sports,2012,11,2012-11
106625,B0017Q4DGI,A29BQ6B90Y1R5F,"[134, 138]",4,2008-04-24,134,138,97.0,Wii Games,,Wii Sports,2008,4,2008-04
106627,B0017Q4DGI,A2W4ST4L33BWXF,"[0, 0]",5,2011-05-19,0,0,,Wii Games,,Wii Sports,2011,5,2011-05
106630,B0017Q4DGI,AP3B615GM191G,"[41, 42]",5,2008-07-16,41,42,98.0,Wii Games,,Wii Sports,2008,7,2008-07
106756,B0017ZDGWG,A3P0KYJJMIECTX,"[3, 4]",3,2008-12-12,3,4,75.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2008,12,2008-12
106759,B0017ZDGWG,A1KXJ1ELZIU05C,"[0, 0]",4,2010-02-08,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2010,2,2010-02
106760,B0017ZDGWG,AWG2O9C42XW5G,"[0, 1]",5,2009-09-10,0,1,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2009,9,2009-09
106762,B0017ZDGWG,A20DZX38KRBIT8,"[5, 43]",1,2008-11-18,5,43,12.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2008,11,2008-11
106764,B0017ZDGWG,AVA5K8SRYJKG0,"[0, 0]",4,2013-02-27,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2013,2,2013-02
106766,B0017ZDGWG,A24WJULX7UOLFB,"[0, 0]",3,2009-01-25,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2009,1,2009-01
106771,B0017ZDGWG,A9AST9NIDQCHR,"[0, 0]",4,2013-04-08,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2013,4,2013-04
106773,B0017ZDGWG,A1DVK5RSB2VIW3,"[1, 2]",5,2008-11-29,1,2,50.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2008,11,2008-11
106774,B0017ZDGWG,A15YPJLKLZS0MK,"[1, 2]",3,2011-09-17,1,2,50.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2011,9,2011-09
106778,B0017ZDGWG,AH8G4CRM6FTU3,"[1, 7]",2,2009-05-14,1,7,14.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2009,5,2009-05
106779,B0017ZDGWG,A2YSY26ZVMNNV2,"[0, 0]",5,2010-10-30,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2010,10,2010-10
106780,B0017ZDGWG,A2C05OHYJERICI,"[0, 0]",2,2013-09-13,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2013,9,2013-09
106781,B0017ZDGWG,AOIMVO7OJKNW8,"[0, 0]",4,2013-01-18,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2013,1,2013-01
106783,B0017ZDGWG,AJKWF4W7QD4NS,"[2, 2]",4,2008-12-02,2,2,100.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2008,12,2008-12
106791,B0017ZDGWG,A11KHD2TPD9BDP,"[2, 6]",1,2011-05-27,2,6,33.0,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2011,5,2011-05
106792,B0017ZDGWG,A201HVK6NWJJER,"[0, 0]",5,2011-08-19,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2011,8,2011-08
106793,B0017ZDGWG,A3J8ABVGK7ZL6H,"[0, 3]",1,2012-09-20,0,3,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2012,9,2012-09
106796,B0017ZDGWG,A2JRHOLCJ4R4LP,"[0, 2]",5,2011-05-14,0,2,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2011,5,2011-05
106799,B0017ZDGWG,A8NHN9UPML858,"[0, 0]",5,2008-12-26,0,0,,Xbox 360 Games,,Mortal Kombat vs. DC Universe - Xbox 360,2008,12,2008-12
106800,B0017ZIIK6,A3ENKQGBPDMR8N,"[2, 4]",3,2008-11-29,2,4,50.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106802,B0017ZIIK6,A1TUZL12O7X1A9,"[0, 0]",4,2013-10-28,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,10,2013-10
106803,B0017ZIIK6,A1G0VFQ9198IUF,"[0, 0]",4,2013-09-06,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,9,2013-09
106804,B0017ZIIK6,ASWHAWQ4Q1NF7,"[0, 0]",5,2014-05-29,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2014,5,2014-05
106805,B0017ZIIK6,A37T4NN3DV3U75,"[0, 1]",3,2009-09-29,0,1,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,9,2009-09
106806,B0017ZIIK6,A1ILSI89R1R3U1,"[2, 2]",5,2011-12-13,2,2,100.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2011,12,2011-12
106808,B0017ZIIK6,A3GKMQFL05Z79K,"[1, 2]",4,2012-03-23,1,2,50.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2012,3,2012-03
106809,B0017ZIIK6,A1ZTE3K3EN4TS3,"[32, 38]",5,2008-11-16,32,38,84.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106811,B0017ZIIK6,AZMP1U4ZYC3F9,"[0, 0]",5,2013-12-29,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,12,2013-12
106812,B0017ZIIK6,A3N6GAJTEOF4MO,"[0, 0]",3,2008-12-20,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,12,2008-12
106815,B0017ZIIK6,A3NVLEOPR21W90,"[1, 3]",1,2013-04-20,1,3,33.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,4,2013-04
106816,B0017ZIIK6,A33QVMGNR9CAUY,"[2, 2]",5,2009-01-04,2,2,100.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,1,2009-01
106817,B0017ZIIK6,AEQFYOI6YJ83Z,"[3, 4]",4,2009-12-28,3,4,75.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,12,2009-12
106818,B0017ZIIK6,AP7EW3TXFZGO6,"[0, 0]",4,2008-12-14,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,12,2008-12
106823,B0017ZIIK6,AH6OYB8SIKPE9,"[0, 0]",5,2013-03-13,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,3,2013-03
106824,B0017ZIIK6,A1RP6YCOS5VJ5I,"[4, 5]",5,2008-11-18,4,5,80.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106825,B0017ZIIK6,A1SYYW5IKU0MLU,"[0, 0]",5,2013-06-05,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,6,2013-06
106827,B0017ZIIK6,A16YCLRKOU0EV3,"[0, 0]",5,2008-12-17,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,12,2008-12
106828,B0017ZIIK6,A215WH6RUDUCMP,"[0, 0]",5,2009-04-20,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,4,2009-04
106831,B0017ZIIK6,A2QI2NTDTMK2FV,"[1, 5]",3,2008-11-20,1,5,20.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106834,B0017ZIIK6,A36UVCB0F11P5X,"[0, 0]",2,2011-06-19,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2011,6,2011-06
106836,B0017ZIIK6,A1NI0VOVXZBM7Y,"[2, 2]",5,2010-04-18,2,2,100.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2010,4,2010-04
106837,B0017ZIIK6,A6VFFRIHAXKRL,"[1, 2]",4,2011-06-29,1,2,50.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2011,6,2011-06
106840,B0017ZIIK6,AFQGZ49VK3J2H,"[0, 0]",4,2014-06-25,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2014,6,2014-06
106845,B0017ZIIK6,A1L1CFUPRAP7OM,"[6, 7]",5,2008-11-21,6,7,86.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106852,B0017ZIIK6,AJIDIVBILJKO0,"[0, 0]",3,2012-04-08,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2012,4,2012-04
106854,B0017ZIIK6,ANAYSRE3LX8GZ,"[0, 0]",3,2013-09-19,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2013,9,2013-09
106855,B0017ZIIK6,A2GN82I592BUD6,"[1, 1]",3,2008-12-16,1,1,100.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,12,2008-12
106856,B0017ZIIK6,A25DZLBUIWANNY,"[5, 17]",1,2009-07-11,5,17,29.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,7,2009-07
106860,B0017ZIIK6,A5NW620UKE9K,"[0, 0]",4,2010-05-31,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2010,5,2010-05
106861,B0017ZIIK6,A2WE94927YC3KI,"[3, 5]",5,2008-11-16,3,5,60.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,11,2008-11
106866,B0017ZIIK6,A1KZMSXC9JOI7Q,"[0, 1]",4,2009-10-22,0,1,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,10,2009-10
106867,B0017ZIIK6,AOYGPHW4YMYEO,"[0, 0]",3,2014-03-02,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2014,3,2014-03
106868,B0017ZIIK6,ADQM4H3YPICFF,"[0, 0]",5,2009-03-02,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,3,2009-03
106871,B0017ZIIK6,A2NN7P7LLWK03M,"[2, 2]",4,2009-05-03,2,2,100.0,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2009,5,2009-05
106873,B0017ZIIK6,A3U8YR8MWTGUTS,"[0, 0]",4,2008-12-10,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2008,12,2008-12
106875,B0017ZIIK6,A3J9CH217FP2TG,"[0, 0]",5,2011-05-31,0,0,,PlayStation 3 Games,,Mortal Kombat vs. DC Universe - Playstation 3,2011,5,2011-05
107030,B00184219U,A2KRFFATNM0GOU,"[1, 1]",4,2008-10-12,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2008,10,2008-10
107031,B00184219U,A2J5Z0AE8GTC8I,"[0, 0]",4,2010-04-07,0,0,,Nintendo DS Games,,Final Fantasy IV,2010,4,2010-04
107032,B00184219U,A3GKMQFL05Z79K,"[1, 1]",5,2008-08-19,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2008,8,2008-08
107034,B00184219U,AY5E4AORBGC97,"[1, 1]",5,2010-09-11,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2010,9,2010-09
107035,B00184219U,AA460WUKL3BC6,"[2, 3]",4,2008-10-30,2,3,67.0,Nintendo DS Games,,Final Fantasy IV,2008,10,2008-10
107037,B00184219U,A30JPZ9TZ7I61U,"[0, 0]",5,2011-05-05,0,0,,Nintendo DS Games,,Final Fantasy IV,2011,5,2011-05
107040,B00184219U,A1GMF5CIMUOQAH,"[3, 3]",5,2008-09-25,3,3,100.0,Nintendo DS Games,,Final Fantasy IV,2008,9,2008-09
107044,B00184219U,A21Q29J3ZWPDNP,"[0, 0]",5,2008-07-27,0,0,,Nintendo DS Games,,Final Fantasy IV,2008,7,2008-07
107045,B00184219U,A2HXUL2D7T7MKP,"[0, 0]",5,2013-03-04,0,0,,Nintendo DS Games,,Final Fantasy IV,2013,3,2013-03
107046,B00184219U,A37G2MFUZN9IK,"[0, 1]",5,2008-11-14,0,1,,Nintendo DS Games,,Final Fantasy IV,2008,11,2008-11
107047,B00184219U,A119Q9NFGVOEJZ,"[0, 0]",5,2014-07-01,0,0,,Nintendo DS Games,,Final Fantasy IV,2014,7,2014-07
107049,B00184219U,A2WWV0K7B2SRUY,"[2, 2]",5,2008-08-20,2,2,100.0,Nintendo DS Games,,Final Fantasy IV,2008,8,2008-08
107050,B00184219U,A3SMO4R9IN85NX,"[0, 0]",5,2008-07-25,0,0,,Nintendo DS Games,,Final Fantasy IV,2008,7,2008-07
107052,B00184219U,A1MN87SEPCXY5H,"[1, 1]",5,2012-07-05,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2012,7,2012-07
107053,B00184219U,AD3EX5UG7UZPB,"[1, 1]",5,2011-10-08,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2011,10,2011-10
107054,B00184219U,A2C7M79A9NKF5E,"[6, 15]",3,2009-03-14,6,15,40.0,Nintendo DS Games,,Final Fantasy IV,2009,3,2009-03
107055,B00184219U,A37QUQPYFMR9Y9,"[65, 79]",4,2008-07-27,65,79,82.0,Nintendo DS Games,,Final Fantasy IV,2008,7,2008-07
107059,B00184219U,A2C7XY7RZ8ESFB,"[0, 0]",5,2014-04-10,0,0,,Nintendo DS Games,,Final Fantasy IV,2014,4,2014-04
107060,B00184219U,AJKWF4W7QD4NS,"[7, 9]",5,2008-07-24,7,9,78.0,Nintendo DS Games,,Final Fantasy IV,2008,7,2008-07
107061,B00184219U,A27G9LMQTMND03,"[1, 1]",5,2009-11-21,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2009,11,2009-11
107062,B00184219U,A25S4PI8ECOWD8,"[2, 6]",3,2010-03-21,2,6,33.0,Nintendo DS Games,,Final Fantasy IV,2010,3,2010-03
107066,B00184219U,A3IAFTW04D5ZIH,"[0, 0]",5,2013-12-03,0,0,,Nintendo DS Games,,Final Fantasy IV,2013,12,2013-12
107067,B00184219U,A29BQ6B90Y1R5F,"[112, 116]",5,2008-07-24,112,116,97.0,Nintendo DS Games,,Final Fantasy IV,2008,7,2008-07
107068,B00184219U,A1I8D4PR5WQ4UC,"[0, 3]",2,2011-10-03,0,3,,Nintendo DS Games,,Final Fantasy IV,2011,10,2011-10
107070,B00184219U,A27OW0P38B28OP,"[1, 1]",5,2014-01-21,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2014,1,2014-01
107071,B00184219U,A3AAK33K3BUUTM,"[68, 78]",5,2008-08-19,68,78,87.0,Nintendo DS Games,,Final Fantasy IV,2008,8,2008-08
107075,B00184219U,A1MRPX3RM48T2I,"[1, 1]",4,2010-02-17,1,1,100.0,Nintendo DS Games,,Final Fantasy IV,2010,2,2010-02
107076,B00184219U,A2H7SQIYMJ7RKM,"[0, 0]",5,2010-06-05,0,0,,Nintendo DS Games,,Final Fantasy IV,2010,6,2010-06
107155,B0018BELN2,A22AD8M2SSOFHJ,"[0, 0]",5,2008-10-23,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107157,B0018BELN2,A2K75QOCP9ZHSL,"[0, 0]",4,2008-10-23,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107159,B0018BELN2,A2QG2S19LYJ96,"[2, 6]",4,2008-09-29,2,6,33.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,9,2008-09
107162,B0018BELN2,A3V2EZ6MA32FF6,"[9, 11]",5,2008-09-29,9,11,82.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,9,2008-09
107163,B0018BELN2,A10ZBR6O8S8OCY,"[0, 0]",4,2008-10-22,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107169,B0018BELN2,A3F3B6HY9RJI04,"[0, 0]",4,2008-12-14,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,12,2008-12
107170,B0018BELN2,A1143YEAZYMYHJ,"[0, 0]",4,2008-10-21,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107171,B0018BELN2,A33X80DIINN48Y,"[1, 2]",3,2008-11-13,1,2,50.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107172,B0018BELN2,A2PL0US7RN67G,"[0, 0]",5,2008-10-21,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107174,B0018BELN2,A1RLIGOLIRO18O,"[3, 7]",4,2008-09-27,3,7,43.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,9,2008-09
107180,B0018BELN2,A30IP5D5DLHRPA,"[0, 0]",4,2008-11-18,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107182,B0018BELN2,A3V6Z4RCDGRC44,"[1, 1]",5,2008-11-02,1,1,100.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107184,B0018BELN2,A1WXG10FJ353K0,"[1, 1]",4,2008-11-19,1,1,100.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107185,B0018BELN2,A1TW9ZGRDQQZ2Y,"[0, 0]",4,2008-10-21,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107186,B0018BELN2,A105S56ODHGJEK,"[0, 0]",5,2008-10-23,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107187,B0018BELN2,ATMQ311QH86HN,"[0, 0]",4,2008-10-27,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107188,B0018BELN2,A2N7SBFCW3CC3X,"[0, 0]",5,2009-01-21,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2009,1,2009-01
107190,B0018BELN2,A9LNWA25IM2DX,"[1, 2]",4,2008-11-19,1,2,50.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107193,B0018BELN2,A3A4ZAIBQWKOZS,"[1, 1]",4,2008-10-23,1,1,100.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107194,B0018BELN2,A268EEWUXYCA8Q,"[6, 7]",4,2008-11-06,6,7,86.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107195,B0018BELN2,A1C139F5C7Y38P,"[39, 45]",5,2008-10-26,39,45,87.0,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107198,B0018BELN2,A1VKAY0XWLA2CY,"[0, 0]",5,2008-11-20,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,11,2008-11
107199,B0018BELN2,A3QD59N3M7O7KB,"[0, 0]",4,2008-10-23,0,0,,PlayStation 3 Games,,Buzz! Quiz TV - Playstation 3,2008,10,2008-10
107641,B00198ZHC8,AHNYRCBNPYS9P,"[5, 19]",5,2009-01-17,5,19,26.0,PC Games,,Mirror's Edge - PC,2009,1,2009-01
